COUNTRY,Country,WEEK,Week number,GENDER,Gender,AGE,Age,VARIABLE,Variable,YEAR,Year,Value,Flag Codes,Flags
DNK,Denmark,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,22.2,,
PRT,Portugal,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.1,,
PRT,Portugal,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.8,,
PRT,Portugal,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.9,,
NLD,Netherlands,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,27,,
NLD,Netherlands,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,50,,
NLD,Netherlands,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,12,,
IRL,Ireland,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
IRL,Ireland,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,34,,
IRL,Ireland,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,19,,
LUX,Luxembourg,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.1,,
LUX,Luxembourg,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.3,,
LUX,Luxembourg,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
DEU,Germany,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
DEU,Germany,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1048,,
DEU,Germany,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1564,,
SWE,Sweden,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,146,,
SWE,Sweden,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,319,,
CHE,Switzerland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,212,,
CHE,Switzerland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,64,,
CHE,Switzerland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,14,,
CHL,Chile,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,6,,
CHL,Chile,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,871,,
CHL,Chile,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,391,,
USA,United States,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,18578,,
USA,United States,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,9744,,
USA,United States,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1750,,
HUN,Hungary,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,214,,
HUN,Hungary,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,208,,
HUN,Hungary,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,99,,
ISL,Iceland,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
ISL,Iceland,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
ISL,Iceland,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,4,,
ISL,Iceland,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
ISL,Iceland,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2,,
ESP,Spain,2,2,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,19.5,,
ESP,Spain,2,2,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,12.6,,
GBR,United Kingdom,40,40,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,15,,
GBR,United Kingdom,40,40,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,44,,
ESP,Spain,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,820,,
ESP,Spain,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,252,,
ESP,Spain,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,89,,
HUN,Hungary,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
HUN,Hungary,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.2,,
HUN,Hungary,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.6,,
EST,Estonia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.4,,
EST,Estonia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.7,,
EST,Estonia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.6,,
CZE,Czech Republic,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
CZE,Czech Republic,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.1,,
CZE,Czech Republic,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.3,,
DNK,Denmark,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,26,,
DNK,Denmark,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,40,,
DNK,Denmark,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,34,,
BEL,Belgium,49,49,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,25.9,,
BEL,Belgium,49,49,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,11.9,,
JPN,Japan,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,63,,
JPN,Japan,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,291,,
JPN,Japan,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,292,,
NOR,Norway,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NOR,Norway,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1,,
NOR,Norway,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
CAN,Canada,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.7,,
CAN,Canada,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.8,,
NOR,Norway,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
NOR,Norway,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,20,,
NOR,Norway,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,46,,
CAN,Canada,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
CAN,Canada,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,205,,
CAN,Canada,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,301,,
BEL,Belgium,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
BEL,Belgium,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,297,,
BEL,Belgium,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,300,,
SVN,Slovenia,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
SVN,Slovenia,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,21,,
SVN,Slovenia,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,23,,
FIN,Finland,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
FIN,Finland,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3,,
FIN,Finland,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,67,,
LVA,Latvia,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
LVA,Latvia,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,2,,
LVA,Latvia,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,9,,
CHE,Switzerland,23,23,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
CHE,Switzerland,23,23,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,20,,
CHE,Switzerland,23,23,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,8,,
GBR,United Kingdom,26,26,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,38,,
GBR,United Kingdom,26,26,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,15,,
ISL,Iceland,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
ISL,Iceland,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
ISL,Iceland,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
USA,United States,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,8.6,,
USA,United States,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,13.4,,
USA,United States,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3.6,,
USA,United States,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,16.8,,
USA,United States,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,6.3,,
USA,United States,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.9,,
DEU,Germany,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,81,,
DEU,Germany,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,352,,
DEU,Germany,38,38,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,472,,
NOR,Norway,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,57,,
NOR,Norway,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,24,,
NOR,Norway,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,4,,
HUN,Hungary,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.9,,
HUN,Hungary,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.9,,
HUN,Hungary,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.7,,
FIN,Finland,53,53,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,35,,
SWE,Sweden,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,17,,
SWE,Sweden,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,49,,
SWE,Sweden,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,99,,
EST,Estonia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
EST,Estonia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
EST,Estonia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.7,,
EST,Estonia,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,8.9,,
EST,Estonia,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.7,,
GBR,United Kingdom,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.9,,
GBR,United Kingdom,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,8,,
GBR,United Kingdom,36,36,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3.4,,
GBR,United Kingdom,11,11,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,11,11,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,70,,
JPN,Japan,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,132,,
JPN,Japan,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6,,
JPN,Japan,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1063,,
GBR,United Kingdom,35,35,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,34,,
GBR,United Kingdom,35,35,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,265,,
COL,Colombia,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
COL,Colombia,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,821,,
COL,Colombia,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,160,,
NZL,New Zealand,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
NZL,New Zealand,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
NZL,New Zealand,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,24,,
NZL,New Zealand,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NZL,New Zealand,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.2,,
NZL,New Zealand,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
SWE,Sweden,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,19,,
SWE,Sweden,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,20,,
SWE,Sweden,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,85,,
SWE,Sweden,4,4,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,18.8,,
SWE,Sweden,4,4,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,14.9,,
KOR,Korea,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3,,
KOR,Korea,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,23,,
KOR,Korea,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,216,,
GBR,United Kingdom,6,6,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,6,6,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,32,,
GBR,United Kingdom,25,25,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,70,,
GBR,United Kingdom,25,25,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,30,,
GBR,United Kingdom,25,25,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2022,2022,30,,
NLD,Netherlands,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.5,,
NLD,Netherlands,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.4,,
NLD,Netherlands,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.7,,
POL,Poland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,7,,
POL,Poland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,6,,
POL,Poland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.2,,
GRC,Greece,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GRC,Greece,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,219,,
GRC,Greece,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,452,,
CAN,Canada,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,993,,
CAN,Canada,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,339,,
CAN,Canada,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,477,,
FRA,France,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,9.4,,
FRA,France,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10.7,,
FRA,France,19,19,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.3,,
NLD,Netherlands,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,5.7,,
NLD,Netherlands,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.6,,
NLD,Netherlands,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.5,,
KOR,Korea,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,12,,
KOR,Korea,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,136,,
KOR,Korea,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,291,,
DNK,Denmark,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
DNK,Denmark,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,212,,
DNK,Denmark,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,107,,
EST,Estonia,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,4,,
EST,Estonia,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,21,,
EST,Estonia,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,3,,
ITA,Italy,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.5,,
ITA,Italy,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.8,,
ITA,Italy,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.9,,
AUS,Australia,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
AUS,Australia,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,3,,
HUN,Hungary,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,6,,
HUN,Hungary,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,7,,
HUN,Hungary,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,47,,
SWE,Sweden,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,417,,
SWE,Sweden,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,29,,
SWE,Sweden,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,80,,
SVK,Slovak Republic,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
SVK,Slovak Republic,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,420,,
SVK,Slovak Republic,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,73,,
LVA,Latvia,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
LVA,Latvia,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,9.8,,
LVA,Latvia,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,16.9,,
GBR,United Kingdom,18,18,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,373,,
GBR,United Kingdom,18,18,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,23,,
GBR,United Kingdom,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,652,,
GBR,United Kingdom,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,132,,
GBR,United Kingdom,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,413,,
GBR,United Kingdom,42,42,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,398,,
GBR,United Kingdom,42,42,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,458,,
ISR,Israel,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
ISR,Israel,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,348,,
ISR,Israel,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,434,,
GBR,United Kingdom,4,4,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,4,4,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,3978,,
SWE,Sweden,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.4,,
SWE,Sweden,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.4,,
SWE,Sweden,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,9.2,,
USA,United States,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,25.5,,
USA,United States,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,14.4,,
ISL,Iceland,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
ISL,Iceland,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
ISL,Iceland,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,10,,
LTU,Lithuania,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.6,,
LTU,Lithuania,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.4,,
LTU,Lithuania,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.3,,
USA,United States,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,9,,
USA,United States,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6742,,
USA,United States,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,6045,,
ISL,Iceland,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
ISL,Iceland,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.8,,
